 x_m, y_m, vx_mps,# s_m, psi_rad, kappa_radpm, ax_mps2
-48.2628123,13.3918663,9.6515913,103.4686261,0.6720229,-0.0011304,0.4089399
-48.5745094,13.7837876,9.6653051,103.9684745,0.6718521,0.0004458,0.4096123
-48.8868925,14.1763916,9.6768449,104.468323,0.6724682,0.0020065,0.2972551
-49.1972444,14.5657091,9.6883847,104.9681714,0.6735715,0.0022897,0.2839935
-49.5083222,14.9550254,9.6999245,105.4680198,0.6747451,0.00242,0.284315
-49.820488,15.3447378,9.7114643,105.9678683,0.6759859,0.00255,0.2846365
-50.1337369,15.7347825,9.723004,106.4677167,0.677294,0.0026798,0.284958
-50.4480637,16.1250955,9.7326998,106.9675651,0.6786695,0.0028095,0.2852796
-50.7634632,16.5156128,9.7407015,107.4674136,0.6801124,0.0029394,0.2132196
-51.0780208,16.903943,9.7487031,107.967262,0.6814943,0.0024954,0.1987976
-51.3930451,17.2918593,9.7567048,108.4671104,0.6826029,0.0019427,0.1989532
-51.7086684,17.6797427,9.7647064,108.9669589,0.6834374,0.0013954,0.1991087
-52.0246435,18.0675052,9.7727081,109.4668073,0.6839992,0.0008513,0.1992643
-52.3407234,18.4550592,9.7797599,109.9666557,0.6842892,0.0003082,0.1994199
-52.656661,18.842317,9.785389,110.4665042,0.6843073,-0.000236,0.1567903
-52.9735911,19.23091,9.7910181,110.9663526,0.6839233,-0.0014865,0.1409108
-53.2903091,19.6198363,9.7966472,111.466201,0.6827962,-0.0030104,0.1409883
-53.6059263,20.0086076,9.8022763,111.9660495,0.6809042,-0.0045495,0.1410658
-53.9200732,20.3973731,9.8079054,112.4658979,0.6782419,-0.0061071,0.1411433
-54.2323802,20.786282,9.8130219,112.9657464,0.674803,-0.0076865,0.1412207
-54.5424778,21.1754835,9.8169673,113.4655948,0.67058,-0.0092909,0.1132577
-54.8531797,21.5691865,9.8209127,113.9654432,0.6654835,-0.011088,0.0989176
-55.1624527,21.9656003,9.8248582,114.4652917,0.6594286,-0.0130045,0.0989556
-55.4682126,22.3628325,9.8288036,114.9651401,0.6524214,-0.0149604,0.0989935
-55.7700245,22.7610699,9.832749,115.4649885,0.6444488,-0.0169587,0.0990314
-56.067453,23.1604994,9.8363526,115.964837,0.6354967,-0.019002,0.0990694
-56.360063,23.5613078,9.8391818,116.4646854,0.6255505,-0.0210922,0.0793795
-56.651674,23.9697351,9.8420111,116.9645338,0.614305,-0.0239453,0.0704432
-56.9391613,24.3828159,9.8448403,117.4643823,0.6014401,-0.0271936,0.0704624
-57.2198668,24.7981395,9.8476695,117.9642307,0.586979,-0.0305162,0.0704816
-57.4931065,25.2160302,9.8504988,118.4640791,0.5708987,-0.0339093,0.0705007
-57.7581961,25.6368121,9.8529153,118.9639276,0.5531781,-0.0373655,0.0705199
-58.0144515,26.0608095,9.854822,119.463776,0.5337997,-0.0408732,0.0512946
-58.2646222,26.4940949,9.8567288,119.9636244,0.5136849,-0.0385956,0.0476915
-58.5063442,26.9320526,9.8586355,120.4634729,0.4952593,-0.0350389,0.0477003
-58.7399888,27.3734703,9.8605423,120.9633213,0.4786822,-0.031319,0.047709
-58.9665658,27.8182139,9.862449,121.4631698,0.4640041,-0.0274774,0.0477178
-59.1870852,28.2661494,9.8641045,121.9630182,0.4512625,-0.0235525,0.047039
-59.4023684,28.7167432,9.8656516,122.4628666,0.4404899,-0.0196284,0.0399566
-59.6116904,29.1661329,9.8671987,122.9627151,0.4316113,-0.0161888,0.0399627
-59.8179375,29.6183798,9.8687458,123.4625635,0.4244213,-0.0127445,0.0399688
-60.0220013,30.0734655,9.8702929,123.9624119,0.4189207,-0.0093204,0.039975
-60.2247732,30.5313716,9.87184,124.4622604,0.4151026,-0.0059392,0.0399811
-60.4271448,30.9920796,9.8729676,124.9621088,0.4129526,-0.0026213,0.036612
-60.6282334,31.4515177,9.874052,125.4619572,0.4124366,0.0004343,0.0277973
-60.8259331,31.902984,9.8751364,125.9618057,0.4132711,0.0029373,0.0278003
-61.0254839,32.3568842,9.8762208,126.4616541,0.4153327,0.0053628,0.0278032
-61.2275011,32.8130895,9.8773052,126.9615025,0.4185974,0.0077075,0.0278062
-61.4325999,33.2714712,9.8783896,127.461351,0.4230397,0.0099682,0.0278092
-61.6413957,33.7319003,9.8790001,127.9611994,0.428633,0.0121415,0.024864
-61.8524454,34.1898344,9.8795717,128.4610478,0.4351671,0.0125541,0.0171392
-62.0622812,34.6379367,9.8801433,128.9608963,0.4404088,0.0086635,0.0171403
-62.2752461,35.0876733,9.8807149,129.4607447,0.443781,0.0049136,0.0171415
-62.4903169,35.5389916,9.8812865,129.9605932,0.4453221,0.0012689,0.0171426
-62.7064703,35.9918388,9.8818581,130.4604416,0.4450596,-0.0023043,0.0171437
-62.9226831,36.4461622,9.8821149,130.96029,0.4430098,-0.0058384,0.0158533
-63.1377085,36.9014337,9.8822349,131.4601385,0.4391783,-0.0097072,-0.0039791
-63.3471748,37.3510058,9.8823549,131.9599869,0.4321034,-0.0188045,-0.0039791
-63.5527602,37.8032228,9.8824749,132.4598353,0.4205267,-0.0277747,-0.003979
-63.7525597,38.2593263,9.8825949,132.9596838,0.4045022,-0.0365415,-0.0039789
-63.9446686,38.7205576,9.8827149,133.4595322,0.384113,-0.0450077,-0.0039789
-64.1271819,39.1881584,9.8816524,133.9593806,0.3594791,-0.0530524,-0.0039788
-64.2981948,39.6633699,9.8782587,134.4592291,0.3307665,-0.0605303,-0.0610011
-64.4534069,40.1393209,9.874865,134.9590775,0.2995362,-0.063127,-0.0811868
-64.5935042,40.6199902,9.8714713,135.4589259,0.2675335,-0.0648381,-0.0811615
-64.718249,41.1063776,9.8680776,135.9587744,0.2343776,-0.0673524,-0.0811363
-64.826461,41.5967222,9.8646839,136.4586228,0.1997504,-0.0707023,-0.081111
-64.9169598,42.0892633,9.8612902,136.9584712,0.1633194,-0.0749415,-0.0810857
-64.9885649,42.5822399,9.077729,137.4583197,0.1247326,-0.0801421,-7.5847945
-65.0420918,43.0981248,8.1973593,137.9581681,0.0813251,-0.0891627,-25.5858606
-65.0728735,43.6698731,7.3169896,138.4580165,0.0239063,-0.1138374,-22.5928642
-65.0670438,44.2175737,6.4366199,138.957865,-0.0491333,-0.1573293,-19.5998678
-65.0187747,44.7251979,5.5562502,139.4577134,-0.1470541,-0.2354918,-16.6068715
-64.9222382,45.1767171,5.0357591,139.9575619,-0.2852484,-0.3803173,-13.6138751
-64.7716063,45.5561027,5.4978956,140.4574103,-0.4885014,-0.6436499,0.4785743
-64.5046479,45.9060272,5.960032,140.9572587,-0.8267211,-0.8109868,3.8077429
-64.1308171,46.1474655,6.4221685,141.4571072,-1.1516249,-0.6002041,4.0774618
-63.6668867,46.2901569,6.884305,141.9569556,-1.3699214,-0.3154689,4.3471808
-63.1192983,46.3637534,7.070993,142.456804,-1.4876653,-0.1316459,4.50516
-62.6010656,46.3932796,7.2518017,142.9566525,-1.5364898,-0.0888206,4.6683215
-62.127885,46.3988649,7.4326104,143.4565009,-1.5829853,-0.107747,4.9156996
-61.6329488,46.378759,7.6134191,143.9563493,-1.6415869,-0.1293026,5.1630776
-61.1262471,46.3249245,7.7942278,144.4561978,-1.7138999,-0.1552009,5.4104556
-60.6177699,46.2293245,7.9750365,144.9560462,-1.8020645,-0.1863303,5.6578337
-60.1175071,46.0839217,8.0774693,145.4558946,-1.9083643,-0.2221581,4.1423019
-59.6551216,45.8909299,8.1756693,145.9557431,-2.0240117,-0.2232956,2.8847743
-59.2281237,45.6546241,8.2738693,146.4555915,-2.1262348,-0.1955266,2.9416661
-58.820871,45.3750985,8.3720693,146.9554399,-2.2162232,-0.1691772,2.9985579
-58.4336499,45.0582776,8.4702693,147.4552884,-2.2948926,-0.1458382,3.0554497
