2.584080584347248077e-02,-2.884767651557922363e-01,8.858379364013671875e+00,-1.244028680957853794e-04,1.657965779304504395e+00,-3.929036902263760567e-04,3.625633940100669861e-02
-3.738414347171783447e-01,-3.233968913555145264e-01,8.859221458435058594e+00,-2.240667915344238281e+01,1.656812906265258789e+00,-2.877718652598559856e-04,6.096393615007400513e-02
-8.495675921440124512e-01,-3.648068904876708984e-01,8.863175392150878906e+00,2.720957946777343750e+01,1.659461021423339844e+00,-3.513715928420424461e-04,-1.631303806789219379e-03
-1.220242023468017578e+00,-3.971576094627380371e-01,8.862191200256347656e+00,-2.240262603759765625e+01,1.655413746833801270e+00,-1.155140125774778426e-04,7.785831391811370850e-02
-1.687753438949584961e+00,-4.377272427082061768e-01,8.866565704345703125e+00,1.970813941955566406e+01,1.659582614898681641e+00,-2.419291558908298612e-04,-7.272796938195824623e-04
-2.080366611480712891e+00,-4.719167053699493408e-01,8.866226196289062500e+00,-8.943534851074218750e+00,1.655908703804016113e+00,-2.327563925064168870e-05,6.237043812870979309e-02
-2.519609928131103516e+00,-5.100232958793640137e-01,8.869170188903808594e+00,6.696167945861816406e+00,1.658102393150329590e+00,-5.745045200455933809e-05,2.499548345804214478e-02
-2.940165519714355469e+00,-5.465548038482666016e-01,8.870725631713867188e+00,4.736573696136474609e+00,1.657756090164184570e+00,1.953344690264202654e-05,2.148205786943435669e-02
-3.355702638626098633e+00,-5.826811790466308594e-01,8.871275901794433594e+00,-2.567287921905517578e+00,1.656182527542114258e+00,6.824312004027888179e-05,4.306642338633537292e-02
-3.794371128082275391e+00,-6.206988096237182617e-01,8.873891830444335938e+00,1.196458148956298828e+01,1.659331321716308594e+00,-1.157375663751736283e-04,-1.344245829386636615e-04
-4.200497150421142578e+00,-6.560792326927185059e-01,8.873390197753906250e+00,-4.048266410827636719e+00,1.655288457870483398e+00,4.090003494638949633e-05,5.406206473708152771e-02
-4.639947891235351562e+00,-6.941242814064025879e-01,8.876310348510742188e+00,1.145595455169677734e+01,1.659274578094482422e+00,-1.810710091376677155e-04,8.545320597477257252e-04
-5.051732063293457031e+00,-7.299446463584899902e-01,8.876246452331542969e+00,9.561895728111267090e-01,1.656086921691894531e+00,-6.661801307927817106e-05,4.196995496749877930e-02
-5.480480670928955078e+00,-7.670879960060119629e-01,8.878123283386230469e+00,6.585359096527099609e+00,1.657619476318359375e+00,-1.756034616846591234e-04,2.116375789046287537e-02
-5.904422283172607422e+00,-8.038176298141479492e-01,8.879471778869628906e+00,7.768444061279296875e+00,1.657830238342285156e+00,-2.248683886136859655e-04,1.139599736779928207e-02
-6.321911811828613281e+00,-8.400225639343261719e-01,8.879614830017089844e+00,2.418823480606079102e+00,1.655670523643493652e+00,-9.392726497026160359e-05,3.528057038784027100e-02
-6.755169868469238281e+00,-8.774055838584899902e-01,8.881736755371093750e+00,1.183033657073974609e+01,1.659028530120849609e+00,-1.889604027383029461e-04,-4.760778974741697311e-03
-7.168076992034912109e+00,-9.132260680198669434e-01,8.881152153015136719e+00,2.277164459228515625e+00,1.655002474784851074e+00,3.594188456190750003e-05,4.190022498369216919e-02
-7.600940227508544922e+00,-9.505388140678405762e-01,8.883359909057617188e+00,1.150881004333496094e+01,1.658692240715026855e+00,-7.405230280710384250e-05,-1.170040224678814411e-03
-8.018013954162597656e+00,-9.866706728935241699e-01,8.883292198181152344e+00,5.993494033813476562e+00,1.656091451644897461e+00,9.120703907683491707e-05,2.915611118078231812e-02
-8.443598747253417969e+00,-1.023440003395080566e+00,8.884507179260253906e+00,8.549405097961425781e+00,1.657090425491333008e+00,1.009244806482456625e-04,1.792381331324577332e-02
-8.868685722351074219e+00,-1.060184001922607422e+00,8.885696411132812500e+00,1.073293018341064453e+01,1.658016204833984375e+00,1.191680785268545151e-04,3.774263197556138039e-03
-9.286974906921386719e+00,-1.096483469009399414e+00,8.885511398315429688e+00,6.228680610656738281e+00,1.655576229095458984e+00,2.027761656790971756e-04,3.038588538765907288e-02
-9.717868804931640625e+00,-1.133685588836669922e+00,8.887319564819335938e+00,1.345192337036132812e+01,1.659192562103271484e+00,-3.169234332744963467e-05,-8.593435399234294891e-03
-1.013378334045410156e+01,-1.169864177703857422e+00,8.886648178100585938e+00,6.783679485321044922e+00,1.655341625213623047e+00,1.007117461995221674e-04,3.358123078942298889e-02
-1.056355762481689453e+01,-1.206990599632263184e+00,8.888361930847167969e+00,1.309103965759277344e+01,1.658648848533630371e+00,-1.189589602290652692e-04,-2.591909142211079597e-03
-1.098318767547607422e+01,-1.243410825729370117e+00,8.888300895690917969e+00,9.982821464538574219e+00,1.656562209129333496e+00,-7.506475230911746621e-05,1.983233168721199036e-02
-1.140721130371093750e+01,-1.280114173889160156e+00,8.889034271240234375e+00,1.102585792541503906e+01,1.656863808631896973e+00,-1.497496268711984158e-04,1.595046184957027435e-02
-1.183289146423339844e+01,-1.316902041435241699e+00,8.890117645263671875e+00,1.366941070556640625e+01,1.658178091049194336e+00,-2.841089735738933086e-04,-2.058312296867370605e-03
-1.225166034698486328e+01,-1.353203177452087402e+00,8.889690399169921875e+00,9.701326370239257812e+00,1.655255913734436035e+00,-1.118703585234470665e-04,2.708769775927066803e-02
-1.268114948272705078e+01,-1.390142798423767090e+00,8.891275405883789062e+00,1.562492084503173828e+01,1.658833265304565430e+00,-1.907464175019413233e-04,-1.121546514332294464e-02
-1.309885501861572266e+01,-1.426339387893676758e+00,8.890558242797851562e+00,1.067521286010742188e+01,1.655150890350341797e+00,4.739952419186010957e-05,2.733565121889114380e-02
-1.352679157257080078e+01,-1.463152647018432617e+00,8.891900062561035156e+00,1.522590923309326172e+01,1.658030748367309570e+00,-3.174459152432973497e-06,-3.066702513024210930e-03
-1.394798564910888672e+01,-1.499563932418823242e+00,8.891867637634277344e+00,1.356904888153076172e+01,1.656585097312927246e+00,1.401556801283732057e-04,1.264562364667654037e-02
-1.437109756469726562e+01,-1.536119937896728516e+00,8.892236709594726562e+00,1.371348094940185547e+01,1.656437039375305176e+00,2.262729540234431624e-04,1.502442080527544022e-02
-1.479712390899658203e+01,-1.572868108749389648e+00,8.893260002136230469e+00,1.658683967590332031e+01,1.658394098281860352e+00,2.318901533726602793e-04,-6.547405384480953217e-03
-1.521626663208007812e+01,-1.609293222427368164e+00,8.892656326293945312e+00,1.303441524505615234e+01,1.655440807342529297e+00,3.451390075497329235e-04,2.476974017918109894e-02
-1.564473152160644531e+01,-1.646261453628540039e+00,8.894070625305175781e+00,1.804113388061523438e+01,1.659140229225158691e+00,5.267022788757458329e-05,-1.278017926961183548e-02
-1.606363677978515625e+01,-1.682762265205383301e+00,8.893347740173339844e+00,1.428273296356201172e+01,1.655816793441772461e+00,1.403751666657626629e-04,2.236511185765266418e-02
