0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0
0.27,0.01,0,0.002753
0.270028,0.01,0,0.022328
0.270707,0.01,0,0.070551
0.271413,0.01,0,0.098946
0.272402,0.01,0,0.133499
0.275394,0.01,0,0.20185
0.277412,0.01,0,0.240106
0.279813,0.01,0,0.279204
0.285778,0.01,0,0.355948
0.289337,0.01,0,0.394852
0.293286,0.01,0,0.43379
0.30231,0.01,0,0.50739
0.307384,0.01,0,0.542383
0.312808,0.01,0,0.579929
0.324755,0.01,0,0.655119
0.331306,0.01,0,0.695131
0.338257,0.01,0,0.73324
0.353319,0.01,0,0.806129
0.361381,0.01,0,0.839111
0.369772,0.01,0,0.870524
0.387493,0.01,0,0.936246
0.396855,0.01,0,0.971017
0.406565,0.01,0,1.002888
0.426926,0.01,0,1.060748
0.437534,0.01,0,1.091633
0.459651,0.01,0,1.146926
0.471121,0.01,0,1.176375
0.482884,0.01,0,1.203017
0.507198,0.01,0,1.251154
0.51971,0.01,0,1.273303
0.532443,0.01,0,1.294398
0.558532,0.01,0,1.333627
0.571868,0.01,0,1.351854
0.585387,0.01,0,1.369215
0.612936,0.01,0,1.401498
0.626951,0.01,0,1.417277
0.641124,0.01,0,1.432305
0.669913,0.01,0,1.460252
0.684516,0.01,0,1.473236
0.714104,0.01,0,1.497383
0.729078,0.01,0,1.508602
0.744164,0.01,0,1.519288
0.77466,0.01,0,1.540694
0.790066,0.01,0,1.55064
0.805573,0.01,0,1.560113
0.821174,0.01,0,1.569136
0.852643,0.01,0,1.585915
0.868502,0.01,0,1.59371
0.884439,0.01,0,1.601135
0.916532,0.01,0,1.614943
0.932682,0.01,0,1.621359
0.948895,0.01,0,1.627469
0.981503,0.01,0,1.638832
0.997891,0.01,0,1.644112
1.014332,0.01,0,1.64914
1.047363,0.01,0,1.658491
1.063948,0.01,0,1.662836
1.080576,0.01,0,1.666974
1.113955,0.01,0,1.674669
1.130702,0.01,0,1.678245
1.147484,0.01,0,1.680864
1.181127,0.01,0,1.685735
1.197984,0.01,0,1.687998
1.214864,0.01,0,1.690153
1.248688,0.01,0,1.694162
1.265629,0.01,0,1.696024
1.299567,0.01,0,1.699487
1.316562,0.01,0,1.701096
1.333573,0.01,0,1.702629
1.36764,0.01,0,1.705479
1.384695,0.01,0,1.706803
1.401763,0.01,0,1.708064
1.435937,0.01,0,1.71041
1.453041,0.01,0,1.711499
1.470156,0.01,0,1.712537
1.504416,0.01,0,1.714468
1.521561,0.01,0,1.715364
1.538715,0.01,0,1.716219
1.573047,0.01,0,1.717807
1.590225,0.01,0,1.718545
1.607411,0.01,0,1.719248
1.641802,0.01,0,1.720555
1.659008,0.01,0,1.721162
1.676219,0.01,0,1.721741
1.693437,0.01,0,1.722292
1.727888,0.01,0,1.723316
1.745121,0.01,0,1.723792
1.762359,0.01,0,1.724246
1.796848,0.01,0,1.725089
1.814099,0.01,0,1.725481
1.831354,0.01,0,1.725854
1.865875,0.01,0,1.726548
1.88314,0.01,0,1.72687
1.900409,0.01,0,1.727177
1.934955,0.01,0,1.727748
1.952233,0.01,0,1.728013
1.969513,0.01,0,1.728266
2.004081,0.01,0,1.728736
2.021368,0.01,0,1.728954
2.038657,0.01,0,1.729162
2.073243,0.01,0,1.729549
2.090538,0.01,0,1.729729
2.107835,0.01,0,1.7299
2.142435,0.01,0,1.730218
2.159737,0.01,0,1.730366
2.177041,0.01,0,1.730507
2.211652,0.01,0,1.730769
2.22896,0.01,0,1.73089
2.246269,0.01,0,1.731006
2.28089,0.01,0,1.731222
2.298202,0.01,0,1.731322
2.315516,0.01,0,1.731417
2.350145,0.01,0,1.731595
2.367461,0.01,0,1.731677
2.384778,0.01,0,1.731755
2.419413,0.01,0,1.731901
2.436732,0.01,0,1.731969
2.454052,0.01,0,1.732034
2.488693,0.01,0,1.732154
2.506015,0.01,0,1.73221
