?,Raceline,Speed changing,,,,,,,,,,
YasMarina/Half,RBF + Periodic,RBF + Linear,RQ + Linear,Matern + Linear,Matern + PERIODIC,RQ + PERIODIC ,RBF * RQ,Matern * PERIODIC,Matern * RBF,Matern * Linear,RQ * Linear,RQ * Matern
Time,n/a,n/a,30.97,5.62,35.01,n/a,8.08,n/a,n/a,n/a,12.34,n/a
RMSE,n/a,n/a,0.20381087,0.2108053,0.18938751,n/a,0.1959112,n/a,n/a,n/a,0.20177799,n/a
R2,n/a,n/a,0.91692979,0.91113031,0.92827124,n/a,0.92324456,n/a,n/a,n/a,0.91857867,n/a
Explain variance,n/a,n/a,0.94757317,0.93723466,0.95529766,n/a,0.94985615,n/a,n/a,n/a,0.94492616,n/a
,,,,,,,,,,,,
,,,,,,,,,,,,
YasMarina/One-third,RBF + Periodic,RBF + Linear,RQ + Linear,Matern + Linear,Matern + PERIODIC,RQ + PERIODIC ,RBF * RQ,Matern * PERIODIC,Matern * RBF,Matern * Linear,RQ * Linear,RQ * Matern
Time,11.8,17.23,24.93,7.05,8.22,22.91,3.94,9.55,n/a,n/a,2.86,n/a
RMSE,0.2187575,0.22565663,0.19524906,0.18655676,0.2218047,0.21875422,0.18626971,n/a,n/a,n/a,0.23674582,n/a
R2,0.90608451,0.90006732,0.9251849,0.93169802,0.90344987,0.90608732,0.93190804,n/a,n/a,n/a,0.88379284,n/a
Explain variance,0.91183025,0.90582301,0.93172535,0.9382262,0.9127025,0.91183314,0.93901742,n/a,n/a,n/a,0.91523867,n/a
