X,Y,velocity
0.0,0.0,1.0787969161279016
-0.43829049056202307,-0.03720008558346188,1.0787969161279016
-0.8765844988792773,-0.07435672688993843,4.35051433551846
-1.3148820249517625,-0.11147115513374972,4.4049842706627755
-1.7531828049478144,-0.14854468947310406,4.568394076095723
-2.191486838867446,-0.18557873701009794,4.677333946384355
-2.6297939508229087,-0.22257435307128853,4.840743751817302
-3.068103876982537,-0.2595329447587723,4.949683622105934
-3.506416705290233,-0.2964557432868762,5.113093427538882
-3.9447322598582204,-0.33334406781380155,5.2220332978275135
-4.383050276854862,-0.3701991495538754,5.385443103260461
-4.821370756280169,-0.40702230766531944,5.494382973549093
-5.259693522246355,-0.44381486130632847,5.65779277898204
-5.698018486809564,-0.4805779537473546,5.766732649270672
-6.136345562025906,-0.5173129920904876,5.93014245470362
-6.574674484063739,-0.5540212075500545,6.039082324992251
-7.013005252923063,-0.5907039192842631,6.148022195280883
-7.451337604772232,-0.6273623585074407,6.311432000713831
-7.889671627555135,-0.663997756433914,6.420371871002462
-8.328006969496247,-0.7006115201657727,6.58378167643541
-8.766343630595566,-0.7372048809173503,6.692721546724042
-9.204681434965332,-0.7737789819590788,6.856131352156989
-9.643020294661667,-0.810335318336943,6.965071222445621
-10.081360033796805,-0.8468750333213813,7.074011092734253
-10.519700564426868,-0.8833994460706088,7.2374208981672
-10.958041798607976,-0.9199098757428205,7.346360768455832
-11.396383560452374,-0.9564075535523632,7.50977057388878
-11.834725674072283,-0.9928937107135504,7.618710444177411
-12.273068051523843,-1.0293697543284717,7.782120249610359
-12.711410692807034,-1.0658368276675794,7.891060119898991
-13.149753246146352,-1.1022962498890818,8.054469925331938
-13.588095711541786,-1.1387493401511803,8.163409795620572
-14.026438001049465,-1.17519741761209,8.326819601053522
-14.464779850837736,-1.2116416255422562,8.435759471342156
-14.903121260906602,-1.2480833710437622,8.599169276775106
-15.341462055368316,-1.284523885330948,8.70810914706374
-15.779802146278971,-1.320964399618127,8.817049017352373
-16.218141269806953,-1.357406233063521,8.980458822785323
-16.656479513896112,-1.393850704825325,9.089398693073957
-17.094816526770956,-1.430299046117879,9.252808498506907
-17.53315239637535,-1.4667525760993847,9.36174836879554
-17.971486858877654,-1.5032125259841622,9.470688239084174
-18.409819826333994,-1.5396802149304334,9.634098044517124
-18.848151122856606,-1.576156874152525,9.743037914805758
-19.286480748445477,-1.6126438228086317,9.906447720238708
-19.724808439268983,-1.649142292113101,10.015387590527341
-20.16313410738323,-1.6856536891680016,10.178797395960292
-20.60145784073211,-1.7221785416366298,10.287737266248925
-21.03977946342786,-1.758716761575097,10.451147071681875
-21.47809932724599,-1.7952679972078907,10.560086941970509
-21.916417432186517,-1.8318318967594787,10.723496747403459
-22.354733954137195,-1.8684081963982233,10.832436617692093
-22.793048893098018,-1.9049963684608424,10.995846423125043
-23.231362512900635,-1.941596325003455,11.104786293413676
-23.66967481354505,-1.9782075383627784,11.268196098846627
-24.10798588297512,-2.0148298326510568,11.37713596913526
-24.546295985022514,-2.0514627681488697,11.54054577456821
-24.98460503174335,-2.0881060810245926,11.54054577456821
-25.422913286969248,-2.1247593315588187,11.37713596913526
-25.861220838644105,-2.1614223438637845,11.268196098846627
-26.299527686767924,-2.1980946782200896,11.159256228557993
-26.737834095172335,-2.234775982852209,10.995846423125043
-27.176140063857343,-2.271465993928504,10.88690655283641
-27.61444576871071,-2.3081643596734494,10.777966682547776
-28.052751297676313,-2.3448708162554004,10.614556877114826
-28.491056738698042,-2.3815848360110823,10.505617006826192
-28.92936217971977,-2.4183063309966135,10.342207201393242
-29.367667884573134,-2.455034773548705,10.233267331104608
-29.805973765314263,-2.4917698998357194,10.069857525671658
-30.24427999783092,-2.528511358082131,9.960917655383025
-30.68258675801085,-2.5652589724001835,9.797507849950074
-31.12089413379795,-2.602012127182707,9.68856797966144
-31.559202213136086,-2.6387707344858327,9.52515817422849
-31.997511171913033,-2.675534354590141,9.416218303939857
-32.43582092218491,-2.7123027236640005,9.252808498506907
-32.87413181572723,-2.7490754019880104,9.143868628218273
-33.31244385253999,-2.78585212573052,8.980458822785323
-33.750757120567094,-2.8226325431160166,8.87151895249669
-34.189071795696265,-2.859416302368975,8.762579082208056
-34.62738796587142,-2.8962031396577506,8.599169276775106
-35.06570571903643,-2.932992703206817,8.490229406486472
-35.50402514313516,-2.9697845532967877,8.381289536197839
-35.942346414055386,-3.006578514039887,8.217879730764889
-36.38066961974097,-3.0433742336605945,8.108939860476255
-36.81899484813582,-3.0801712724395167,7.999999988643417
-37.25732227512769,-3.116969278601115,7.999999986200004
-37.69565190071657,-3.1537680762576468,7.9999999805918725
-38.133983988734094,-3.1905673136335784,7.99999997641614
-38.57231853918029,-3.2273665510095104,7.999999966831976
-39.010655639999,-3.2641654366099235,7.999999957683605
-39.44899546707802,-3.3009637945470476,7.999999943316645
-39.88733810836123,-3.3377611851014892,7.999999927682299
-40.325683651792474,-3.3745572564977224,7.99999990312951
-40.764032273259545,-3.4113517449041035,7.999999876410787
-41.20238406070632,-3.4481442985451194,7.999999826185797
-41.64073910207669,-3.4849345656452306,7.999999788789008
-42.079097485314485,-3.521722282372814,7.999999580450172
-42.517459386307536,-3.5585070090084545,7.999999022390382
-42.95582480505579,-3.595288393776634,7.999998401680602
-43.39419400539091,-3.6320662607895957,7.999997021626378
-43.83256707525678,-3.6688401703279325,7.999993688335988
-44.27094401465339,-3.70560985856,7.999988190629662
-44.7093249994685,-3.742374885766398,7.9999713330638915
-45.14771011764601,-3.7791349881154885,7.999954047513729
-45.58609945712977,-3.815889813831746,7.999890633709484
-46.02449328175145,-3.8526390990835258,7.999819441328971
-46.46289150356716,-3.8893824041514273,7.999571972296116
-46.90129429846464,-3.9261194652038136,7.999292789086831
-47.339701842331685,-3.9628499304651585,7.998269854635382
-47.77811422311215,-3.9995735361038243,7.996764022692957
-48.216531528749925,-4.036289842400404,7.9932587831132444
-48.654953847188914,-4.072998497579371,7.987600384061525
-49.09338135431683,-4.1096993257529695,7.976211957168013
-49.5318140501337,-4.146391799257919,7.950444660828313
-49.97025219847118,-4.183075742206454,7.908850187327136
-50.40869579932924,-4.219750275159769,7.778621033179201
-50.84714406121297,-4.255945777795752,7.643607917771511
-51.28559355431104,-4.289856322527371,7.160995764908452
-51.7240403211488,-4.31943985244833,6.495295764908449
-52.16248049219552,-4.342653870932938,5.924695764908447
-52.60091019792046,-4.357456233131025,5.434558309147062
-53.03932548084899,-4.361804530360773,5.411910817647729
-53.477722383506475,-4.353656617772008,5.396640392178181
-53.916097036362196,-4.330970174626801,5.3817123796542035
-54.35428735884428,-4.29140615753424,5.372392980091616
-54.781578268546944,-4.212837798204926,5.37008748670648
-55.17025900048547,-4.041268345478142,5.37536700154556
-55.4995622228759,-3.743895435461053,5.393563156823419
-55.78507941835651,-3.396331369826144,5.423428232282804
-56.01288608054481,-3.0218572682388944,5.466369541717841
-56.180416798501355,-2.6200852102422076,5.506404326582502
-56.296640704771484,-2.1985191833314874,5.547206955181889
-56.370529658160805,-1.7646653735991555,5.5853338191287945
-56.410635585445284,-1.3259215323329019,5.6167178197927266
-56.41732099130055,-0.8875770442282136,5.650463327677179
-56.38350357913845,-0.4530039414968856,5.6851173938416135
-56.30182983344314,-0.025504516853449722,5.736216262354104
-56.16495204299499,0.39161225325265286,5.792363340320947
-55.9683788258706,0.7915695013303816,5.875024929200286
-55.71514134380076,1.1584596744348157,5.96808630642202
-55.40949396995079,1.4748897595347212,6.070642171376219
-55.055691253373794,1.7234667435988769,6.238414310606109
-54.65893305189483,1.888632826495295,6.388482117776923
-54.23275709470973,1.9710173346331699,6.48931713431059
-53.79492312083162,1.9797940459678416,6.668468169228605
-53.357355001304406,1.9300121811700957,6.785313951971743
-52.92349952063834,1.8449011489036324,6.93919393241924
-52.49487028096151,1.7400957881397963,7.041935811522461
-52.071156224768444,1.6194623756990556,7.274808461564101
-51.6519062878958,1.4859638288609136,6.799308461564099
-51.23663581161788,1.3426694770003234,6.228708461564096
-50.82324777410309,1.1977228355120184,5.74949138825215
-50.40735773318672,1.0664676491227387,5.745659352434963
-49.98440720576456,0.9647953770472609,5.751546448754951
-49.54983779667622,0.90859756644423,5.773329960701605
-49.10306696565695,0.9121491800601081,5.811334939537764
-48.660834038873894,0.9826824587993996,5.867573715316921
-48.24459406925684,1.1255125549145872,5.944403911564801
-47.875802021791706,1.3459544447703777,6.018594123009396
-47.57530807139789,1.6483290750496853,6.1441097960963
-47.354199478983666,2.020917571894136,6.269458651222312
-47.21566825563737,2.439029163176984,6.481233659264446
-47.162679781067126,2.8776010741567664,6.597822236418101
-47.198168918454556,3.3116079941851275,6.811248969691112
-47.31827000658635,3.7242741003845365,7.039945439679459
-47.503803276610206,4.117401626699005,7.170609243611668
-47.73349422438308,4.495333857557114,7.311434121915726
-47.98609648780374,4.86241020785666,7.497509592435906
-48.24585140291702,5.222283778451684,7.6466952246361055
-48.509067173561434,5.577097937598849,7.775801114431509
-48.77365759500269,5.92879518973169,7.789388258424374
-49.03753602278703,6.279318127227582,7.49935242757522
-49.298616252180146,6.630609254520059,7.078890948836349
